DATE,STAFF_GROUP,REASON,FTE_DAYS_LOST,FTE_DAYS_AVAILABLE
30/06/2024,All staff groups,ALL REASONS,2092296.34334,43122634.94079
30/06/2024,All staff groups,S10 Anxiety/stress/depression/other psychiatric illnesses,555854.78009,0.0
30/06/2024,All staff groups,S11 Back Problems,94411.37211,0.0
30/06/2024,All staff groups,S12 Other musculoskeletal problems,198017.88971,0.0
30/06/2024,All staff groups,S13 Cold Cough Flu - Influenza,187476.61614,0.0
30/06/2024,All staff groups,S14 Asthma,5206.97224,0.0
30/06/2024,All staff groups,S15 Chest & respiratory problems,80174.00474,0.0
30/06/2024,All staff groups,S16 Headache / migraine,56014.7124,0.0
30/06/2024,All staff groups,S17 Benign and malignant tumours cancers,60993.08914,0.0
30/06/2024,All staff groups,S18 Blood disorders,8381.95125,0.0
30/06/2024,All staff groups,S19 Heart cardiac & circulatory problems,47628.73475,0.0
30/06/2024,All staff groups,S20 Burns poisoning frostbite hypothermia,1737.41204,0.0
30/06/2024,All staff groups,S21 Ear nose throat (ENT),42842.34082,0.0
30/06/2024,All staff groups,S22 Dental and oral problems,11094.05947,0.0
30/06/2024,All staff groups,S23 Eye problems,20799.95668,0.0
30/06/2024,All staff groups,S24 Endocrine / glandular problems,10050.11279,0.0
30/06/2024,All staff groups,S25 Gastrointestinal problems,182188.59331,0.0
30/06/2024,All staff groups,S26 Genitourinary & gynaecological disorders,77932.94352,0.0
30/06/2024,All staff groups,S27 Infectious diseases,37893.13523,0.0
30/06/2024,All staff groups,S28 Injury fracture,108649.43629,0.0
30/06/2024,All staff groups,S29 Nervous system disorders,22995.05722,0.0
30/06/2024,All staff groups,S30 Pregnancy related disorders,67059.18884,0.0
30/06/2024,All staff groups,S31 Skin disorders,15889.63661,0.0
30/06/2024,All staff groups,S32 Substance abuse,595.29336,0.0
30/06/2024,All staff groups,S98 Other known causes - not elsewhere classified,138970.73585,0.0
30/06/2024,All staff groups,S99 Unknown causes / Not specified,59438.31874,0.0
30/06/2024,NHS infrastructure support,ALL REASONS,328093.48491,7693419.097
