DATE,STAFF_GROUP,REASON,FTE_DAYS_LOST,FTE_DAYS_AVAILABLE
31/05/2023,All staff groups,ALL REASONS,1901791.01169,42797153.42806
31/05/2023,All staff groups,S10 Anxiety/stress/depression/other psychiatric illnesses,502576.43156,0.0
31/05/2023,All staff groups,S11 Back Problems,83347.58224,0.0
31/05/2023,All staff groups,S12 Other musculoskeletal problems,178266.66853,0.0
31/05/2023,All staff groups,S13 Cold Cough Flu - Influenza,146421.96124,0.0
31/05/2023,All staff groups,S14 Asthma,3987.79245,0.0
31/05/2023,All staff groups,S15 Chest & respiratory problems,84585.60975,0.0
31/05/2023,All staff groups,S16 Headache / migraine,48999.52251,0.0
31/05/2023,All staff groups,S17 Benign and malignant tumours cancers,58921.87097,0.0
31/05/2023,All staff groups,S18 Blood disorders,7419.9958,0.0
31/05/2023,All staff groups,S19 Heart cardiac & circulatory problems,45264.10103,0.0
31/05/2023,All staff groups,S20 Burns poisoning frostbite hypothermia,1271.5771,0.0
31/05/2023,All staff groups,S21 Ear nose throat (ENT),39433.412,0.0
31/05/2023,All staff groups,S22 Dental and oral problems,9431.67391,0.0
31/05/2023,All staff groups,S23 Eye problems,20340.62908,0.0
31/05/2023,All staff groups,S24 Endocrine / glandular problems,9138.83778,0.0
31/05/2023,All staff groups,S25 Gastrointestinal problems,151638.18433,0.0
31/05/2023,All staff groups,S26 Genitourinary & gynaecological disorders,65970.80325,0.0
31/05/2023,All staff groups,S27 Infectious diseases,63176.97927,0.0
31/05/2023,All staff groups,S28 Injury fracture,100018.39895,0.0
31/05/2023,All staff groups,S29 Nervous system disorders,19786.8064,0.0
31/05/2023,All staff groups,S30 Pregnancy related disorders,61646.81756,0.0
31/05/2023,All staff groups,S31 Skin disorders,12828.61314,0.0
31/05/2023,All staff groups,S32 Substance abuse,828.2649,0.0
31/05/2023,All staff groups,S98 Other known causes - not elsewhere classified,130583.73371,0.0
31/05/2023,All staff groups,S99 Unknown causes / Not specified,55904.74423,0.0
31/05/2023,NHS infrastructure support,ALL REASONS,287940.17154,7875084.39892
31/05/2023,Other staff or those with unknown classification,ALL REASONS,1340.98796,77027.75637
31/05/2023,Professionally qualified clinical staff,ALL REASONS,844606.32361,21967337.2679
31/05/2023,Support to clinical staff,ALL REASONS,767903.52858,12877704.00487
31/05/2023,Ambulance staff,ALL REASONS,33062.20528,591337.00752
31/05/2023,Central functions,ALL REASONS,135461.52232,4327207.26699
31/05/2023,HCHS Doctors,ALL REASONS,73234.29068,4353089.27447
31/05/2023,"Hotel, property & estates",ALL REASONS,125774.64971,2076012.30993
31/05/2023,Managers,ALL REASONS,19194.89092,1012582.24256
31/05/2023,Midwives,ALL REASONS,37675.15946,723765.33674
31/05/2023,Nurses & health visitors,ALL REASONS,524659.1521,10921393.75795
31/05/2023,"Scientific, therapeutic & technical staff",ALL REASONS,175975.51609,5377751.89122
31/05/2023,Senior managers,ALL REASONS,7509.10859,459282.57944
31/05/2023,Support to ST&T staff,ALL REASONS,129822.6381,2638279.85574
31/05/2023,Support to ambulance staff,ALL REASONS,59456.1066,803914.36961
31/05/2023,"Support to doctors, nurses & midwives",ALL REASONS,578624.78388,9435509.77952
31/05/2023,Associate Specialist,ALL REASONS,1672.64882,70022.58449
31/05/2023,Consultant,ALL REASONS,25778.72739,1747095.03647
31/05/2023,Core Training,ALL REASONS,11851.22584,626439.59029
31/05/2023,Foundation Doctor Year 1,ALL REASONS,3865.7525,219641.9795
31/05/2023,Foundation Doctor Year 2,ALL REASONS,4076.7925,204708.545
31/05/2023,Hospital Practitioner / Clinical Assistant,ALL REASONS,460.83299,22730.60169
31/05/2023,Other and Local HCHS Doctor Grades,ALL REASONS,1230.86183,39723.16189
31/05/2023,Specialty Doctor,ALL REASONS,6833.53831,276135.59336
31/05/2023,Specialty Registrar,ALL REASONS,17323.1755,1135544.42468
31/05/2023,Staff Grade,ALL REASONS,140.73499999999999,11047.7571
31/05/2023,NHS infrastructure support,S10 Anxiety/stress/depression/other psychiatric illnesses,80818.87352,0.0
31/05/2023,NHS infrastructure support,S11 Back Problems,13282.36793,0.0
31/05/2023,NHS infrastructure support,S12 Other musculoskeletal problems,27199.29724,0.0
31/05/2023,NHS infrastructure support,S13 Cold Cough Flu - Influenza,18386.26645,0.0
31/05/2023,NHS infrastructure support,S14 Asthma,595.36666,0.0
31/05/2023,NHS infrastructure support,S15 Chest & respiratory problems,12683.22345,0.0
31/05/2023,NHS infrastructure support,S16 Headache / migraine,6141.8272,0.0
31/05/2023,NHS infrastructure support,S17 Benign and malignant tumours cancers,12032.93813,0.0
31/05/2023,NHS infrastructure support,S18 Blood disorders,1549.41326,0.0
31/05/2023,NHS infrastructure support,S19 Heart cardiac & circulatory problems,8662.73273,0.0
31/05/2023,NHS infrastructure support,S20 Burns poisoning frostbite hypothermia,227.41331,0.0
31/05/2023,NHS infrastructure support,S21 Ear nose throat (ENT),5067.92751,0.0
31/05/2023,NHS infrastructure support,S22 Dental and oral problems,1298.00338,0.0
31/05/2023,NHS infrastructure support,S23 Eye problems,3936.89562,0.0
31/05/2023,NHS infrastructure support,S24 Endocrine / glandular problems,1244.21489,0.0
31/05/2023,NHS infrastructure support,S25 Gastrointestinal problems,21788.83329,0.0
31/05/2023,NHS infrastructure support,S26 Genitourinary & gynaecological disorders,8584.65562,0.0
31/05/2023,NHS infrastructure support,S27 Infectious diseases,7079.28918,0.0
31/05/2023,NHS infrastructure support,S28 Injury fracture,15756.23469,0.0
31/05/2023,NHS infrastructure support,S29 Nervous system disorders,3228.442,0.0
31/05/2023,NHS infrastructure support,S30 Pregnancy related disorders,3695.28132,0.0
31/05/2023,NHS infrastructure support,S31 Skin disorders,2129.21758,0.0
31/05/2023,NHS infrastructure support,S32 Substance abuse,143.15344,0.0
31/05/2023,NHS infrastructure support,S98 Other known causes - not elsewhere classified,21819.2962,0.0
31/05/2023,NHS infrastructure support,S99 Unknown causes / Not specified,10589.00694,0.0
31/05/2023,Other staff or those with unknown classification,S10 Anxiety/stress/depression/other psychiatric illnesses,205.49329,0.0
31/05/2023,Other staff or those with unknown classification,S11 Back Problems,49.140100000000004,0.0
31/05/2023,Other staff or those with unknown classification,S12 Other musculoskeletal problems,29.0,0.0
31/05/2023,Other staff or those with unknown classification,S13 Cold Cough Flu - Influenza,91.69333,0.0
31/05/2023,Other staff or those with unknown classification,S15 Chest & respiratory problems,72.59996,0.0
31/05/2023,Other staff or those with unknown classification,S16 Headache / migraine,50.4,0.0
31/05/2023,Other staff or those with unknown classification,S17 Benign and malignant tumours cancers,31.0,0.0
31/05/2023,Other staff or those with unknown classification,S18 Blood disorders,7.0,0.0
31/05/2023,Other staff or those with unknown classification,S19 Heart cardiac & circulatory problems,14.6,0.0
31/05/2023,Other staff or those with unknown classification,S21 Ear nose throat (ENT),40.980000000000004,0.0
31/05/2023,Other staff or those with unknown classification,S22 Dental and oral problems,23.8,0.0
31/05/2023,Other staff or those with unknown classification,S23 Eye problems,18.0,0.0
31/05/2023,Other staff or those with unknown classification,S24 Endocrine / glandular problems,2.0,0.0
31/05/2023,Other staff or those with unknown classification,S25 Gastrointestinal problems,98.33509,0.0
31/05/2023,Other staff or those with unknown classification,S26 Genitourinary & gynaecological disorders,63.1066,0.0
31/05/2023,Other staff or those with unknown classification,S27 Infectious diseases,121.90989,0.0
31/05/2023,Other staff or those with unknown classification,S28 Injury fracture,59.52972,0.0
31/05/2023,Other staff or those with unknown classification,S30 Pregnancy related disorders,102.0,0.0
31/05/2023,Other staff or those with unknown classification,S31 Skin disorders,2.0,0.0
31/05/2023,Other staff or those with unknown classification,S98 Other known causes - not elsewhere classified,159.61341,0.0
31/05/2023,Other staff or those with unknown classification,S99 Unknown causes / Not specified,98.78657,0.0
31/05/2023,Professionally qualified clinical staff,S10 Anxiety/stress/depression/other psychiatric illnesses,216726.26499,0.0
31/05/2023,Professionally qualified clinical staff,S11 Back Problems,32512.1953,0.0
31/05/2023,Professionally qualified clinical staff,S12 Other musculoskeletal problems,70208.73782,0.0
31/05/2023,Professionally qualified clinical staff,S13 Cold Cough Flu - Influenza,75150.91448,0.0
31/05/2023,Professionally qualified clinical staff,S14 Asthma,1680.04459,0.0
31/05/2023,Professionally qualified clinical staff,S15 Chest & respiratory problems,36431.15793,0.0
31/05/2023,Professionally qualified clinical staff,S16 Headache / migraine,22990.76313,0.0
31/05/2023,Professionally qualified clinical staff,S17 Benign and malignant tumours cancers,25224.83238,0.0
31/05/2023,Professionally qualified clinical staff,S18 Blood disorders,2617.75251,0.0
31/05/2023,Professionally qualified clinical staff,S19 Heart cardiac & circulatory problems,17994.45903,0.0
31/05/2023,Professionally qualified clinical staff,S20 Burns poisoning frostbite hypothermia,508.07698,0.0
31/05/2023,Professionally qualified clinical staff,S21 Ear nose throat (ENT),17531.28065,0.0
31/05/2023,Professionally qualified clinical staff,S22 Dental and oral problems,4070.79918,0.0
31/05/2023,Professionally qualified clinical staff,S23 Eye problems,8491.77743,0.0
31/05/2023,Professionally qualified clinical staff,S24 Endocrine / glandular problems,4082.655,0.0
31/05/2023,Professionally qualified clinical staff,S25 Gastrointestinal problems,65702.74915,0.0
