DATE,STAFF_GROUP,REASON,FTE_DAYS_LOST,FTE_DAYS_AVAILABLE
30/06/2023,All staff groups,ALL REASONS,1867138.45212,41528488.77583
30/06/2023,All staff groups,S10 Anxiety/stress/depression/other psychiatric illnesses,510822.09545,0.0
30/06/2023,All staff groups,S11 Back Problems,87104.73193,0.0
30/06/2023,All staff groups,S12 Other musculoskeletal problems,183791.2466,0.0
30/06/2023,All staff groups,S13 Cold Cough Flu - Influenza,108357.89926,0.0
30/06/2023,All staff groups,S14 Asthma,5520.36567,0.0
30/06/2023,All staff groups,S15 Chest & respiratory problems,69326.14444,0.0
30/06/2023,All staff groups,S16 Headache / migraine,51070.38133,0.0
30/06/2023,All staff groups,S17 Benign and malignant tumours cancers,58345.46389,0.0
30/06/2023,All staff groups,S18 Blood disorders,7546.58712,0.0
30/06/2023,All staff groups,S19 Heart cardiac & circulatory problems,44671.93442,0.0
30/06/2023,All staff groups,S20 Burns poisoning frostbite hypothermia,1731.72273,0.0
30/06/2023,All staff groups,S21 Ear nose throat (ENT),38912.38954,0.0
30/06/2023,All staff groups,S22 Dental and oral problems,9867.29649,0.0
30/06/2023,All staff groups,S23 Eye problems,21595.83465,0.0
30/06/2023,All staff groups,S24 Endocrine / glandular problems,9156.44993,0.0
30/06/2023,All staff groups,S25 Gastrointestinal problems,159850.74933,0.0
30/06/2023,All staff groups,S26 Genitourinary & gynaecological disorders,67269.92072,0.0
30/06/2023,All staff groups,S27 Infectious diseases,40936.07861,0.0
30/06/2023,All staff groups,S28 Injury fracture,108944.60479,0.0
30/06/2023,All staff groups,S29 Nervous system disorders,19840.8894,0.0
30/06/2023,All staff groups,S30 Pregnancy related disorders,61390.41077,0.0
30/06/2023,All staff groups,S31 Skin disorders,15109.40058,0.0
30/06/2023,All staff groups,S32 Substance abuse,886.38326,0.0
30/06/2023,All staff groups,S98 Other known causes - not elsewhere classified,129400.00716,0.0
30/06/2023,All staff groups,S99 Unknown causes / Not specified,55689.46405,0.0
30/06/2023,NHS infrastructure support,ALL REASONS,286289.87372,7645259.78271
30/06/2023,Other staff or those with unknown classification,ALL REASONS,1081.83487,75880.55413
30/06/2023,Professionally qualified clinical staff,ALL REASONS,820489.60717,21295945.33757
30/06/2023,Support to clinical staff,ALL REASONS,759277.13636,12511403.10142
30/06/2023,Ambulance staff,ALL REASONS,31592.92999,573727.39044
30/06/2023,Central functions,ALL REASONS,132296.07301,4201320.31038
30/06/2023,HCHS Doctors,ALL REASONS,69793.40332,4213325.54474
30/06/2023,"Hotel, property & estates",ALL REASONS,127426.31308,2020601.18622
30/06/2023,Managers,ALL REASONS,19575.35996,979492.88198
30/06/2023,Midwives,ALL REASONS,36425.37771,700489.47143
30/06/2023,Nurses & health visitors,ALL REASONS,511314.04664,10600297.03816
