DATE,STAFF_GROUP,REASON,FTE_DAYS_LOST,FTE_DAYS_AVAILABLE
31/10/2022,All staff groups,ALL REASONS,2321067.16333,41544949.30541
31/10/2022,All staff groups,S10 Anxiety/stress/depression/other psychiatric illnesses,520462.1216,0.0
31/10/2022,All staff groups,S11 Back Problems,93079.36016,0.0
31/10/2022,All staff groups,S12 Other musculoskeletal problems,181897.1351,0.0
31/10/2022,All staff groups,S13 Cold Cough Flu - Influenza,300872.92098,0.0
31/10/2022,All staff groups,S14 Asthma,5642.40759,0.0
31/10/2022,All staff groups,S15 Chest & respiratory problems,164060.79615,0.0
31/10/2022,All staff groups,S16 Headache / migraine,51250.55184,0.0
31/10/2022,All staff groups,S17 Benign and malignant tumours cancers,58258.55679,0.0
31/10/2022,All staff groups,S18 Blood disorders,7851.9234,0.0
31/10/2022,All staff groups,S19 Heart cardiac & circulatory problems,46407.33915,0.0
31/10/2022,All staff groups,S20 Burns poisoning frostbite hypothermia,1331.4542,0.0
31/10/2022,All staff groups,S21 Ear nose throat (ENT),41647.52184,0.0
31/10/2022,All staff groups,S22 Dental and oral problems,9402.9233,0.0
31/10/2022,All staff groups,S23 Eye problems,17730.7856,0.0
31/10/2022,All staff groups,S24 Endocrine / glandular problems,9734.96751,0.0
31/10/2022,All staff groups,S25 Gastrointestinal problems,155732.79054,0.0
31/10/2022,All staff groups,S26 Genitourinary & gynaecological disorders,65810.65282,0.0
31/10/2022,All staff groups,S27 Infectious diseases,189293.71326,0.0
31/10/2022,All staff groups,S28 Injury fracture,95895.60071,0.0
31/10/2022,All staff groups,S29 Nervous system disorders,19333.32365,0.0
31/10/2022,All staff groups,S30 Pregnancy related disorders,62610.38794,0.0
31/10/2022,All staff groups,S31 Skin disorders,12416.22767,0.0
31/10/2022,All staff groups,S32 Substance abuse,871.66171,0.0
31/10/2022,All staff groups,S98 Other known causes - not elsewhere classified,147187.18344,0.0
31/10/2022,All staff groups,S99 Unknown causes / Not specified,62284.85638,0.0
31/10/2022,NHS infrastructure support,ALL REASONS,348576.93206,7638084.76865
31/10/2022,Other staff or those with unknown classification,ALL REASONS,1319.41169,79324.85933
31/10/2022,Professionally qualified clinical staff,ALL REASONS,1044374.97128,21483351.49411
31/10/2022,Support to clinical staff,ALL REASONS,926795.8483,12344188.18332
31/10/2022,Ambulance staff,ALL REASONS,40009.78651,576099.77858
31/10/2022,Central functions,ALL REASONS,163837.28355,4214388.70865
31/10/2022,HCHS Doctors,ALL REASONS,88456.62116,4293221.31833
31/10/2022,"Hotel, property & estates",ALL REASONS,153979.79924,1982226.90741
31/10/2022,Managers,ALL REASONS,22329.07824,995876.87851
31/10/2022,Midwives,ALL REASONS,46295.51822,711812.01395
31/10/2022,Nurses & health visitors,ALL REASONS,646067.90121,10618026.21647
31/10/2022,"Scientific, therapeutic & technical staff",ALL REASONS,223545.14418,5284192.16678
31/10/2022,Senior managers,ALL REASONS,8430.77103,445592.27408
31/10/2022,Support to ST&T staff,ALL REASONS,155098.5297,2472402.70126
31/10/2022,Support to ambulance staff,ALL REASONS,74029.68325,790447.34515
31/10/2022,"Support to doctors, nurses & midwives",ALL REASONS,697667.63535,9081338.13691
31/10/2022,Associate Specialist,ALL REASONS,2432.6406,66006.7277
31/10/2022,Consultant,ALL REASONS,30671.24053,1717135.7083
31/10/2022,Core Training,ALL REASONS,13573.713,589064.61793
31/10/2022,Foundation Doctor Year 1,ALL REASONS,5412.94875,226485.52825
31/10/2022,Foundation Doctor Year 2,ALL REASONS,5236.25,199351.84875
31/10/2022,Hospital Practitioner / Clinical Assistant,ALL REASONS,544.72964,23235.88554
31/10/2022,Other and Local HCHS Doctor Grades,ALL REASONS,1289.70929,40299.80766
31/10/2022,Specialty Doctor,ALL REASONS,8052.12928,260454.98311
31/10/2022,Specialty Registrar,ALL REASONS,21005.90007,1160671.98074
31/10/2022,Staff Grade,ALL REASONS,237.36,10514.23035
31/10/2022,NHS infrastructure support,S10 Anxiety/stress/depression/other psychiatric illnesses,85685.54131,0.0
31/10/2022,NHS infrastructure support,S11 Back Problems,15064.73652,0.0
31/10/2022,NHS infrastructure support,S12 Other musculoskeletal problems,27736.63125,0.0
31/10/2022,NHS infrastructure support,S13 Cold Cough Flu - Influenza,40517.11182,0.0
31/10/2022,NHS infrastructure support,S14 Asthma,553.23368,0.0
31/10/2022,NHS infrastructure support,S15 Chest & respiratory problems,24227.59859,0.0
31/10/2022,NHS infrastructure support,S16 Headache / migraine,7410.26091,0.0
31/10/2022,NHS infrastructure support,S17 Benign and malignant tumours cancers,11553.24168,0.0
31/10/2022,NHS infrastructure support,S18 Blood disorders,1497.30417,0.0
31/10/2022,NHS infrastructure support,S19 Heart cardiac & circulatory problems,8794.4527,0.0
31/10/2022,NHS infrastructure support,S20 Burns poisoning frostbite hypothermia,257.56007999999997,0.0
31/10/2022,NHS infrastructure support,S21 Ear nose throat (ENT),5778.5920399999995,0.0
31/10/2022,NHS infrastructure support,S22 Dental and oral problems,1590.05765,0.0
31/10/2022,NHS infrastructure support,S23 Eye problems,3535.08328,0.0
31/10/2022,NHS infrastructure support,S24 Endocrine / glandular problems,1265.87341,0.0
31/10/2022,NHS infrastructure support,S25 Gastrointestinal problems,23124.07301,0.0
31/10/2022,NHS infrastructure support,S26 Genitourinary & gynaecological disorders,7665.46099,0.0
31/10/2022,NHS infrastructure support,S27 Infectious diseases,21713.49626,0.0
31/10/2022,NHS infrastructure support,S28 Injury fracture,15717.89722,0.0
31/10/2022,NHS infrastructure support,S29 Nervous system disorders,3322.83691,0.0
31/10/2022,NHS infrastructure support,S30 Pregnancy related disorders,3988.8536,0.0
31/10/2022,NHS infrastructure support,S31 Skin disorders,1748.97205,0.0
31/10/2022,NHS infrastructure support,S32 Substance abuse,276.01499,0.0
31/10/2022,NHS infrastructure support,S98 Other known causes - not elsewhere classified,23557.11666,0.0
31/10/2022,NHS infrastructure support,S99 Unknown causes / Not specified,11994.93128,0.0
31/10/2022,Other staff or those with unknown classification,S10 Anxiety/stress/depression/other psychiatric illnesses,271.79811,0.0
31/10/2022,Other staff or those with unknown classification,S11 Back Problems,20.68,0.0
31/10/2022,Other staff or those with unknown classification,S12 Other musculoskeletal problems,79.8,0.0
31/10/2022,Other staff or those with unknown classification,S13 Cold Cough Flu - Influenza,183.98001,0.0
31/10/2022,Other staff or those with unknown classification,S14 Asthma,4.8,0.0
31/10/2022,Other staff or those with unknown classification,S15 Chest & respiratory problems,88.78002,0.0
31/10/2022,Other staff or those with unknown classification,S16 Headache / migraine,96.05081,0.0
31/10/2022,Other staff or those with unknown classification,S19 Heart cardiac & circulatory problems,2.4,0.0
31/10/2022,Other staff or those with unknown classification,S21 Ear nose throat (ENT),33.3,0.0
31/10/2022,Other staff or those with unknown classification,S22 Dental and oral problems,1.0,0.0
31/10/2022,Other staff or those with unknown classification,S23 Eye problems,16.6,0.0
31/10/2022,Other staff or those with unknown classification,S25 Gastrointestinal problems,67.28662,0.0
31/10/2022,Other staff or those with unknown classification,S26 Genitourinary & gynaecological disorders,8.6,0.0
31/10/2022,Other staff or those with unknown classification,S27 Infectious diseases,177.50669,0.0
31/10/2022,Other staff or those with unknown classification,S28 Injury fracture,33.0,0.0
31/10/2022,Other staff or those with unknown classification,S29 Nervous system disorders,14.30657,0.0
31/10/2022,Other staff or those with unknown classification,S30 Pregnancy related disorders,10.0,0.0
31/10/2022,Other staff or those with unknown classification,S31 Skin disorders,8.0,0.0
31/10/2022,Other staff or those with unknown classification,S98 Other known causes - not elsewhere classified,135.89742,0.0
31/10/2022,Other staff or those with unknown classification,S99 Unknown causes / Not specified,65.62544,0.0
31/10/2022,Professionally qualified clinical staff,S10 Anxiety/stress/depression/other psychiatric illnesses,224179.7901,0.0
31/10/2022,Professionally qualified clinical staff,S11 Back Problems,36591.2493,0.0
31/10/2022,Professionally qualified clinical staff,S12 Other musculoskeletal problems,72694.56982,0.0
31/10/2022,Professionally qualified clinical staff,S13 Cold Cough Flu - Influenza,150223.25103,0.0
31/10/2022,Professionally qualified clinical staff,S14 Asthma,2621.84192,0.0
31/10/2022,Professionally qualified clinical staff,S15 Chest & respiratory problems,74590.53379,0.0
31/10/2022,Professionally qualified clinical staff,S16 Headache / migraine,22565.24958,0.0
31/10/2022,Professionally qualified clinical staff,S17 Benign and malignant tumours cancers,25175.83384,0.0
31/10/2022,Professionally qualified clinical staff,S18 Blood disorders,2916.39804,0.0
31/10/2022,Professionally qualified clinical staff,S19 Heart cardiac & circulatory problems,18610.20288,0.0
31/10/2022,Professionally qualified clinical staff,S20 Burns poisoning frostbite hypothermia,617.70269,0.0
31/10/2022,Professionally qualified clinical staff,S21 Ear nose throat (ENT),18091.7922,0.0
31/10/2022,Professionally qualified clinical staff,S22 Dental and oral problems,4080.79441,0.0
31/10/2022,Professionally qualified clinical staff,S23 Eye problems,7078.63575,0.0
31/10/2022,Professionally qualified clinical staff,S24 Endocrine / glandular problems,4539.25346,0.0
31/10/2022,Professionally qualified clinical staff,S25 Gastrointestinal problems,67391.50134,0.0
31/10/2022,Professionally qualified clinical staff,S26 Genitourinary & gynaecological disorders,31077.89399,0.0
31/10/2022,Professionally qualified clinical staff,S27 Infectious diseases,94995.98747000001,0.0
31/10/2022,Professionally qualified clinical staff,S28 Injury fracture,37781.50537,0.0
31/10/2022,Professionally qualified clinical staff,S29 Nervous system disorders,7949.63482,0.0
31/10/2022,Professionally qualified clinical staff,S30 Pregnancy related disorders,39374.81491,0.0
31/10/2022,Professionally qualified clinical staff,S31 Skin disorders,5197.75946,0.0
31/10/2022,Professionally qualified clinical staff,S32 Substance abuse,260.71995,0.0
31/10/2022,Professionally qualified clinical staff,S98 Other known causes - not elsewhere classified,67369.39703000001,0.0
31/10/2022,Professionally qualified clinical staff,S99 Unknown causes / Not specified,28398.65813,0.0
31/10/2022,Support to clinical staff,S10 Anxiety/stress/depression/other psychiatric illnesses,210324.99208,0.0
31/10/2022,Support to clinical staff,S11 Back Problems,41402.69434,0.0
31/10/2022,Support to clinical staff,S12 Other musculoskeletal problems,81386.13403,0.0
31/10/2022,Support to clinical staff,S13 Cold Cough Flu - Influenza,109948.57812,0.0
31/10/2022,Support to clinical staff,S14 Asthma,2462.53199,0.0
31/10/2022,Support to clinical staff,S15 Chest & respiratory problems,65153.88375,0.0
31/10/2022,Support to clinical staff,S16 Headache / migraine,21178.99054,0.0
31/10/2022,Support to clinical staff,S17 Benign and malignant tumours cancers,21529.48127,0.0
31/10/2022,Support to clinical staff,S18 Blood disorders,3438.22119,0.0
31/10/2022,Support to clinical staff,S19 Heart cardiac & circulatory problems,19000.28357,0.0
31/10/2022,Support to clinical staff,S20 Burns poisoning frostbite hypothermia,456.19143,0.0
31/10/2022,Support to clinical staff,S21 Ear nose throat (ENT),17743.8376,0.0
31/10/2022,Support to clinical staff,S22 Dental and oral problems,3731.07124,0.0
31/10/2022,Support to clinical staff,S23 Eye problems,7100.46657,0.0
31/10/2022,Support to clinical staff,S24 Endocrine / glandular problems,3929.84064,0.0
31/10/2022,Support to clinical staff,S25 Gastrointestinal problems,65149.92957,0.0
31/10/2022,Support to clinical staff,S26 Genitourinary & gynaecological disorders,27058.69784,0.0
31/10/2022,Support to clinical staff,S27 Infectious diseases,72406.72284,0.0
31/10/2022,Support to clinical staff,S28 Injury fracture,42363.19812,0.0
31/10/2022,Support to clinical staff,S29 Nervous system disorders,8046.54535,0.0
31/10/2022,Support to clinical staff,S30 Pregnancy related disorders,19236.71943,0.0
31/10/2022,Support to clinical staff,S31 Skin disorders,5461.49616,0.0
31/10/2022,Support to clinical staff,S32 Substance abuse,334.92677,0.0
31/10/2022,Support to clinical staff,S98 Other known causes - not elsewhere classified,56124.77233,0.0
31/10/2022,Support to clinical staff,S99 Unknown causes / Not specified,21825.64153,0.0
31/10/2022,Ambulance staff,S10 Anxiety/stress/depression/other psychiatric illnesses,9597.77923,0.0
31/10/2022,Ambulance staff,S11 Back Problems,2907.1402,0.0
31/10/2022,Ambulance staff,S12 Other musculoskeletal problems,3500.71754,0.0
31/10/2022,Ambulance staff,S13 Cold Cough Flu - Influenza,3192.09669,0.0
31/10/2022,Ambulance staff,S14 Asthma,66.0,0.0
31/10/2022,Ambulance staff,S15 Chest & respiratory problems,2578.07958,0.0
31/10/2022,Ambulance staff,S16 Headache / migraine,632.61359,0.0
31/10/2022,Ambulance staff,S17 Benign and malignant tumours cancers,454.48045,0.0
