DATE,STAFF_GROUP,REASON,FTE_DAYS_LOST,FTE_DAYS_AVAILABLE
30/11/2023,All staff groups,ALL REASONS,2243225.85393,42523267.50064
30/11/2023,All staff groups,S10 Anxiety/stress/depression/other psychiatric illnesses,586673.37427,0.0
30/11/2023,All staff groups,S11 Back Problems,92502.54469,0.0
30/11/2023,All staff groups,S12 Other musculoskeletal problems,190366.85659,0.0
30/11/2023,All staff groups,S13 Cold Cough Flu - Influenza,299126.31854,0.0
30/11/2023,All staff groups,S14 Asthma,6701.66187,0.0
30/11/2023,All staff groups,S15 Chest & respiratory problems,103667.57693,0.0
30/11/2023,All staff groups,S16 Headache / migraine,56125.10732,0.0
30/11/2023,All staff groups,S17 Benign and malignant tumours cancers,60347.75925,0.0
30/11/2023,All staff groups,S18 Blood disorders,8888.16277,0.0
30/11/2023,All staff groups,S19 Heart cardiac & circulatory problems,49039.42192,0.0
30/11/2023,All staff groups,S20 Burns poisoning frostbite hypothermia,1618.30485,0.0
30/11/2023,All staff groups,S21 Ear nose throat (ENT),42747.00601,0.0
30/11/2023,All staff groups,S22 Dental and oral problems,11225.36026,0.0
30/11/2023,All staff groups,S23 Eye problems,20649.15322,0.0
30/11/2023,All staff groups,S24 Endocrine / glandular problems,9641.16829,0.0
30/11/2023,All staff groups,S25 Gastrointestinal problems,166249.74184,0.0
30/11/2023,All staff groups,S26 Genitourinary & gynaecological disorders,75077.66822,0.0
30/11/2023,All staff groups,S27 Infectious diseases,51294.56437,0.0
30/11/2023,All staff groups,S28 Injury fracture,101083.45673,0.0
30/11/2023,All staff groups,S29 Nervous system disorders,21516.4548,0.0
30/11/2023,All staff groups,S30 Pregnancy related disorders,66761.00907,0.0
30/11/2023,All staff groups,S31 Skin disorders,13631.93286,0.0
30/11/2023,All staff groups,S32 Substance abuse,905.3832,0.0
30/11/2023,All staff groups,S98 Other known causes - not elsewhere classified,140077.85014,0.0
30/11/2023,All staff groups,S99 Unknown causes / Not specified,67308.01592,0.0
30/11/2023,NHS infrastructure support,ALL REASONS,356137.77757,7652139.50086
30/11/2023,Other staff or those with unknown classification,ALL REASONS,1084.70004,73261.68087
30/11/2023,Professionally qualified clinical staff,ALL REASONS,994428.28762,22096345.87778
30/11/2023,Support to clinical staff,ALL REASONS,891575.0887,12701520.44113
30/11/2023,Ambulance staff,ALL REASONS,35437.30957,600765.63806
30/11/2023,Central functions,ALL REASONS,172043.69831,4145752.38474
30/11/2023,HCHS Doctors,ALL REASONS,83824.61338,4386943.38323
