DATE,STAFF_GROUP,REASON,FTE_DAYS_LOST,FTE_DAYS_AVAILABLE
31/12/2023,All staff groups,ALL REASONS,2423550.60971,44093148.57077
31/12/2023,All staff groups,S10 Anxiety/stress/depression/other psychiatric illnesses,620820.6854,0.0
31/12/2023,All staff groups,S11 Back Problems,93818.22908,0.0
31/12/2023,All staff groups,S12 Other musculoskeletal problems,197917.98895,0.0
31/12/2023,All staff groups,S13 Cold Cough Flu - Influenza,370051.16678,0.0
31/12/2023,All staff groups,S14 Asthma,6919.20865,0.0
31/12/2023,All staff groups,S15 Chest & respiratory problems,129287.90513,0.0
31/12/2023,All staff groups,S16 Headache / migraine,49473.2357,0.0
31/12/2023,All staff groups,S17 Benign and malignant tumours cancers,63336.80343,0.0
31/12/2023,All staff groups,S18 Blood disorders,8334.61112,0.0
31/12/2023,All staff groups,S19 Heart cardiac & circulatory problems,51087.27829,0.0
31/12/2023,All staff groups,S20 Burns poisoning frostbite hypothermia,1637.20371,0.0
31/12/2023,All staff groups,S21 Ear nose throat (ENT),42609.96349,0.0
31/12/2023,All staff groups,S22 Dental and oral problems,9516.17451,0.0
31/12/2023,All staff groups,S23 Eye problems,21266.25602,0.0
31/12/2023,All staff groups,S24 Endocrine / glandular problems,10071.30346,0.0
31/12/2023,All staff groups,S25 Gastrointestinal problems,178046.6448,0.0
31/12/2023,All staff groups,S26 Genitourinary & gynaecological disorders,76778.61888,0.0
31/12/2023,All staff groups,S27 Infectious diseases,66828.27227,0.0
31/12/2023,All staff groups,S28 Injury fracture,108649.72339,0.0
31/12/2023,All staff groups,S29 Nervous system disorders,22072.57287,0.0
31/12/2023,All staff groups,S30 Pregnancy related disorders,67820.69754,0.0
31/12/2023,All staff groups,S31 Skin disorders,13925.52269,0.0
31/12/2023,All staff groups,S32 Substance abuse,776.6584,0.0
31/12/2023,All staff groups,S98 Other known causes - not elsewhere classified,144761.39072,0.0
31/12/2023,All staff groups,S99 Unknown causes / Not specified,67742.49443,0.0
31/12/2023,NHS infrastructure support,ALL REASONS,373643.50107,7928184.67111
31/12/2023,Other staff or those with unknown classification,ALL REASONS,1341.55313,75535.86306
31/12/2023,Professionally qualified clinical staff,ALL REASONS,1089838.37352,22912289.67201
31/12/2023,Support to clinical staff,ALL REASONS,958727.18199,13177138.36459
31/12/2023,Ambulance staff,ALL REASONS,44535.31329,623034.37867
31/12/2023,Central functions,ALL REASONS,175157.26715,4294112.44827
31/12/2023,HCHS Doctors,ALL REASONS,87763.25055,4533244.66169
31/12/2023,"Hotel, property & estates",ALL REASONS,159266.42248,2127157.93228
31/12/2023,Managers,ALL REASONS,28830.13169,1036091.60135
31/12/2023,Midwives,ALL REASONS,46831.51545,762991.06466
31/12/2023,Nurses & health visitors,ALL REASONS,676188.52729,11424381.27184
31/12/2023,"Scientific, therapeutic & technical staff",ALL REASONS,234519.76694,5568638.29515
31/12/2023,Senior managers,ALL REASONS,10389.67975,470822.68921
31/12/2023,Support to ST&T staff,ALL REASONS,169345.21676,2715018.17248
31/12/2023,Support to ambulance staff,ALL REASONS,74757.97155,824303.5709
31/12/2023,"Support to doctors, nurses & midwives",ALL REASONS,714623.99368,9637816.62121
31/12/2023,Associate Specialist,ALL REASONS,1762.45622,75830.54334
31/12/2023,Consultant,ALL REASONS,30961.83494,1784622.26227
31/12/2023,Core Training,ALL REASONS,13791.48609,686304.78551
31/12/2023,Foundation Doctor Year 1,ALL REASONS,4149.74875,238632.1715
31/12/2023,Foundation Doctor Year 2,ALL REASONS,4894.74625,218861.90675
31/12/2023,Hospital Practitioner / Clinical Assistant,ALL REASONS,580.13062,24388.83632
31/12/2023,Other and Local HCHS Doctor Grades,ALL REASONS,1133.30092,40868.51083
31/12/2023,Specialty Doctor,ALL REASONS,8037.65867,283241.54756
31/12/2023,Specialty Registrar,ALL REASONS,22202.07309,1169452.77136
31/12/2023,Staff Grade,ALL REASONS,249.815,11041.32625
31/12/2023,NHS infrastructure support,S10 Anxiety/stress/depression/other psychiatric illnesses,105460.98597,0.0
31/12/2023,NHS infrastructure support,S11 Back Problems,15754.44036,0.0
31/12/2023,NHS infrastructure support,S12 Other musculoskeletal problems,32418.33601,0.0
31/12/2023,NHS infrastructure support,S13 Cold Cough Flu - Influenza,46862.37835,0.0
31/12/2023,NHS infrastructure support,S14 Asthma,1061.29335,0.0
31/12/2023,NHS infrastructure support,S15 Chest & respiratory problems,20105.16243,0.0
31/12/2023,NHS infrastructure support,S16 Headache / migraine,6766.03749,0.0
31/12/2023,NHS infrastructure support,S17 Benign and malignant tumours cancers,13100.1183,0.0
31/12/2023,NHS infrastructure support,S18 Blood disorders,2133.35271,0.0
31/12/2023,NHS infrastructure support,S19 Heart cardiac & circulatory problems,9828.96994,0.0
31/12/2023,NHS infrastructure support,S20 Burns poisoning frostbite hypothermia,404.72665,0.0
