DATE,STAFF_GROUP,REASON,FTE_DAYS_LOST,FTE_DAYS_AVAILABLE
31/01/2023,All staff groups,ALL REASONS,2237226.20832,42167018.91174
31/01/2023,All staff groups,S10 Anxiety/stress/depression/other psychiatric illnesses,520477.51331,0.0
31/01/2023,All staff groups,S11 Back Problems,86442.27756,0.0
31/01/2023,All staff groups,S12 Other musculoskeletal problems,174163.20477,0.0
31/01/2023,All staff groups,S13 Cold Cough Flu - Influenza,369060.25625,0.0
31/01/2023,All staff groups,S14 Asthma,6509.09176,0.0
31/01/2023,All staff groups,S15 Chest & respiratory problems,151557.31487,0.0
31/01/2023,All staff groups,S16 Headache / migraine,46204.64689,0.0
31/01/2023,All staff groups,S17 Benign and malignant tumours cancers,56512.178850000004,0.0
31/01/2023,All staff groups,S18 Blood disorders,7335.5252,0.0
31/01/2023,All staff groups,S19 Heart cardiac & circulatory problems,45982.29316,0.0
31/01/2023,All staff groups,S20 Burns poisoning frostbite hypothermia,1555.38867,0.0
31/01/2023,All staff groups,S21 Ear nose throat (ENT),47768.39243,0.0
31/01/2023,All staff groups,S22 Dental and oral problems,8876.5544,0.0
31/01/2023,All staff groups,S23 Eye problems,18186.114270000002,0.0
31/01/2023,All staff groups,S24 Endocrine / glandular problems,8831.67057,0.0
31/01/2023,All staff groups,S25 Gastrointestinal problems,143626.5508,0.0
31/01/2023,All staff groups,S26 Genitourinary & gynaecological disorders,61737.3513,0.0
31/01/2023,All staff groups,S27 Infectious diseases,100024.31009,0.0
31/01/2023,All staff groups,S28 Injury fracture,101364.64223,0.0
31/01/2023,All staff groups,S29 Nervous system disorders,18334.5221,0.0
31/01/2023,All staff groups,S30 Pregnancy related disorders,60015.49379,0.0
31/01/2023,All staff groups,S31 Skin disorders,11639.04681,0.0
31/01/2023,All staff groups,S32 Substance abuse,564.47997,0.0
31/01/2023,All staff groups,S98 Other known causes - not elsewhere classified,130900.77927,0.0
31/01/2023,All staff groups,S99 Unknown causes / Not specified,59556.609,0.0
31/01/2023,NHS infrastructure support,ALL REASONS,337374.55952,7740206.89031
31/01/2023,Other staff or those with unknown classification,ALL REASONS,1420.37879,76700.99073
31/01/2023,Professionally qualified clinical staff,ALL REASONS,997938.80664,21745158.25159
31/01/2023,Support to clinical staff,ALL REASONS,900492.46337,12604952.77911
31/01/2023,Ambulance staff,ALL REASONS,38798.90959,585849.70315
31/01/2023,Central functions,ALL REASONS,159138.79266,4283335.80039
31/01/2023,HCHS Doctors,ALL REASONS,82707.82037,4324379.39204
31/01/2023,"Hotel, property & estates",ALL REASONS,148513.69525,2003611.0009
31/01/2023,Managers,ALL REASONS,21782.90454,999173.68203
31/01/2023,Midwives,ALL REASONS,43967.86415,725227.65851
31/01/2023,Nurses & health visitors,ALL REASONS,619094.51344,10774218.8067
31/01/2023,"Scientific, therapeutic & technical staff",ALL REASONS,213369.69909,5335482.69119
31/01/2023,Senior managers,ALL REASONS,7939.16707,454086.40699
31/01/2023,Support to ST&T staff,ALL REASONS,153393.18669,2552118.43182
31/01/2023,Support to ambulance staff,ALL REASONS,71963.41184,801667.384
31/01/2023,"Support to doctors, nurses & midwives",ALL REASONS,675135.86484,9251166.96329
31/01/2023,Associate Specialist,ALL REASONS,2310.91413,67371.53519
31/01/2023,Consultant,ALL REASONS,28209.2516,1730330.54796
31/01/2023,Core Training,ALL REASONS,11805.67543,607492.82074
31/01/2023,Foundation Doctor Year 1,ALL REASONS,5122.85025,224198.912
31/01/2023,Foundation Doctor Year 2,ALL REASONS,4984.27125,201552.3025
31/01/2023,Hospital Practitioner / Clinical Assistant,ALL REASONS,491.07183,23128.32037
31/01/2023,Other and Local HCHS Doctor Grades,ALL REASONS,1439.79063,39819.15904
31/01/2023,Specialty Doctor,ALL REASONS,7432.3714,267561.98779
31/01/2023,Specialty Registrar,ALL REASONS,20736.84135,1152038.47435
31/01/2023,Staff Grade,ALL REASONS,174.7825,10885.3321
31/01/2023,NHS infrastructure support,S10 Anxiety/stress/depression/other psychiatric illnesses,83167.78678,0.0
31/01/2023,NHS infrastructure support,S11 Back Problems,14353.17693,0.0
31/01/2023,NHS infrastructure support,S12 Other musculoskeletal problems,27341.14248,0.0
31/01/2023,NHS infrastructure support,S13 Cold Cough Flu - Influenza,50619.22867,0.0
31/01/2023,NHS infrastructure support,S14 Asthma,797.88014,0.0
31/01/2023,NHS infrastructure support,S15 Chest & respiratory problems,24146.40127,0.0
31/01/2023,NHS infrastructure support,S16 Headache / migraine,6238.37411,0.0
31/01/2023,NHS infrastructure support,S17 Benign and malignant tumours cancers,11332.42496,0.0
31/01/2023,NHS infrastructure support,S18 Blood disorders,1711.14685,0.0
31/01/2023,NHS infrastructure support,S19 Heart cardiac & circulatory problems,8625.75934,0.0
31/01/2023,NHS infrastructure support,S20 Burns poisoning frostbite hypothermia,310.8934,0.0
31/01/2023,NHS infrastructure support,S21 Ear nose throat (ENT),6858.8705,0.0
31/01/2023,NHS infrastructure support,S22 Dental and oral problems,1335.2274,0.0
31/01/2023,NHS infrastructure support,S23 Eye problems,3272.98587,0.0
31/01/2023,NHS infrastructure support,S24 Endocrine / glandular problems,1321.49928,0.0
31/01/2023,NHS infrastructure support,S25 Gastrointestinal problems,21157.85837,0.0
31/01/2023,NHS infrastructure support,S26 Genitourinary & gynaecological disorders,7069.40394,0.0
31/01/2023,NHS infrastructure support,S27 Infectious diseases,10841.04377,0.0
31/01/2023,NHS infrastructure support,S28 Injury fracture,16782.87912,0.0
31/01/2023,NHS infrastructure support,S29 Nervous system disorders,2892.15202,0.0
31/01/2023,NHS infrastructure support,S30 Pregnancy related disorders,3705.32663,0.0
31/01/2023,NHS infrastructure support,S31 Skin disorders,1546.28733,0.0
31/01/2023,NHS infrastructure support,S32 Substance abuse,97.58677,0.0
31/01/2023,NHS infrastructure support,S98 Other known causes - not elsewhere classified,20911.81315,0.0
31/01/2023,NHS infrastructure support,S99 Unknown causes / Not specified,10937.41044,0.0
31/01/2023,Other staff or those with unknown classification,S10 Anxiety/stress/depression/other psychiatric illnesses,347.33134,0.0
