DATE,STAFF_GROUP,REASON,FTE_DAYS_LOST,FTE_DAYS_AVAILABLE
30/04/2023,All staff groups,ALL REASONS,1851542.45977,41251846.00852
30/04/2023,All staff groups,S10 Anxiety/stress/depression/other psychiatric illnesses,472572.97869,0.0
30/04/2023,All staff groups,S11 Back Problems,78474.72586,0.0
30/04/2023,All staff groups,S12 Other musculoskeletal problems,162720.86197,0.0
30/04/2023,All staff groups,S13 Cold Cough Flu - Influenza,164025.54148,0.0
30/04/2023,All staff groups,S14 Asthma,4522.0138,0.0
30/04/2023,All staff groups,S15 Chest & respiratory problems,98756.44688,0.0
30/04/2023,All staff groups,S16 Headache / migraine,43782.08993,0.0
30/04/2023,All staff groups,S17 Benign and malignant tumours cancers,54637.11205,0.0
30/04/2023,All staff groups,S18 Blood disorders,7368.8157,0.0
30/04/2023,All staff groups,S19 Heart cardiac & circulatory problems,42929.97907,0.0
30/04/2023,All staff groups,S20 Burns poisoning frostbite hypothermia,1363.25452,0.0
30/04/2023,All staff groups,S21 Ear nose throat (ENT),38614.80244,0.0
30/04/2023,All staff groups,S22 Dental and oral problems,8274.76624,0.0
30/04/2023,All staff groups,S23 Eye problems,20393.68111,0.0
30/04/2023,All staff groups,S24 Endocrine / glandular problems,8257.10985,0.0
30/04/2023,All staff groups,S25 Gastrointestinal problems,141781.94951,0.0
30/04/2023,All staff groups,S26 Genitourinary & gynaecological disorders,60113.2254,0.0
30/04/2023,All staff groups,S27 Infectious diseases,87599.27246,0.0
30/04/2023,All staff groups,S28 Injury fracture,91355.33747,0.0
30/04/2023,All staff groups,S29 Nervous system disorders,17999.64274,0.0
30/04/2023,All staff groups,S30 Pregnancy related disorders,58843.35773,0.0
30/04/2023,All staff groups,S31 Skin disorders,11528.18792,0.0
30/04/2023,All staff groups,S32 Substance abuse,778.03668,0.0
30/04/2023,All staff groups,S98 Other known causes - not elsewhere classified,122701.95991,0.0
30/04/2023,All staff groups,S99 Unknown causes / Not specified,52147.31036,0.0
30/04/2023,NHS infrastructure support,ALL REASONS,276474.69243,7565650.40424
30/04/2023,Other staff or those with unknown classification,ALL REASONS,1164.9774400000001,74289.05866
30/04/2023,Professionally qualified clinical staff,ALL REASONS,824840.64758,21214696.74861
30/04/2023,Support to clinical staff,ALL REASONS,749062.14232,12397209.79701
30/04/2023,Ambulance staff,ALL REASONS,32998.24621,572422.97547
30/04/2023,Central functions,ALL REASONS,130840.25259,4176455.55495
30/04/2023,HCHS Doctors,ALL REASONS,66742.34708,4199872.32419
30/04/2023,"Hotel, property & estates",ALL REASONS,120227.64804,1968074.24691
30/04/2023,Managers,ALL REASONS,18165.16432,979260.5751
30/04/2023,Midwives,ALL REASONS,37112.2041,700795.93476
30/04/2023,Nurses & health visitors,ALL REASONS,515705.74523,10545269.55793
30/04/2023,"Scientific, therapeutic & technical staff",ALL REASONS,172282.10496,5196335.95626
30/04/2023,Senior managers,ALL REASONS,7241.62748,441860.02728
30/04/2023,Support to ST&T staff,ALL REASONS,126135.13405,2535415.70818
30/04/2023,Support to ambulance staff,ALL REASONS,59647.16876,773666.28813
30/04/2023,"Support to doctors, nurses & midwives",ALL REASONS,563279.83951,9088127.8007
30/04/2023,Associate Specialist,ALL REASONS,1597.42113,66827.2265
30/04/2023,Consultant,ALL REASONS,24045.81767,1683741.67582
30/04/2023,Core Training,ALL REASONS,10379.6871,602354.48775
30/04/2023,Foundation Doctor Year 1,ALL REASONS,2909.39875,212527.3255
30/04/2023,Foundation Doctor Year 2,ALL REASONS,3193.26625,196892.905
30/04/2023,Hospital Practitioner / Clinical Assistant,ALL REASONS,486.34977,21968.19173
30/04/2023,Other and Local HCHS Doctor Grades,ALL REASONS,1063.08281,38472.26879
30/04/2023,Specialty Doctor,ALL REASONS,6431.1097,265302.4877
30/04/2023,Specialty Registrar,ALL REASONS,16485.4514,1101131.6074
30/04/2023,Staff Grade,ALL REASONS,150.7625,10654.148
30/04/2023,NHS infrastructure support,S10 Anxiety/stress/depression/other psychiatric illnesses,76792.1772,0.0
30/04/2023,NHS infrastructure support,S11 Back Problems,12465.78461,0.0
30/04/2023,NHS infrastructure support,S12 Other musculoskeletal problems,25780.77968,0.0
30/04/2023,NHS infrastructure support,S13 Cold Cough Flu - Influenza,21121.29154,0.0
30/04/2023,NHS infrastructure support,S14 Asthma,542.97324,0.0
30/04/2023,NHS infrastructure support,S15 Chest & respiratory problems,13949.60984,0.0
30/04/2023,NHS infrastructure support,S16 Headache / migraine,5633.39962,0.0
30/04/2023,NHS infrastructure support,S17 Benign and malignant tumours cancers,11215.8082,0.0
30/04/2023,NHS infrastructure support,S18 Blood disorders,1438.27359,0.0
30/04/2023,NHS infrastructure support,S19 Heart cardiac & circulatory problems,7890.24925,0.0
30/04/2023,NHS infrastructure support,S20 Burns poisoning frostbite hypothermia,210.57997,0.0
30/04/2023,NHS infrastructure support,S21 Ear nose throat (ENT),5213.14894,0.0
30/04/2023,NHS infrastructure support,S22 Dental and oral problems,1118.37554,0.0
30/04/2023,NHS infrastructure support,S23 Eye problems,3761.77493,0.0
30/04/2023,NHS infrastructure support,S24 Endocrine / glandular problems,1234.39417,0.0
30/04/2023,NHS infrastructure support,S25 Gastrointestinal problems,19583.7055,0.0
30/04/2023,NHS infrastructure support,S26 Genitourinary & gynaecological disorders,7783.0281,0.0
30/04/2023,NHS infrastructure support,S27 Infectious diseases,9388.50102,0.0
30/04/2023,NHS infrastructure support,S28 Injury fracture,13956.03641,0.0
30/04/2023,NHS infrastructure support,S29 Nervous system disorders,3108.96635,0.0
30/04/2023,NHS infrastructure support,S30 Pregnancy related disorders,3220.66342,0.0
30/04/2023,NHS infrastructure support,S31 Skin disorders,1920.81191,0.0
30/04/2023,NHS infrastructure support,S32 Substance abuse,165.0001,0.0
30/04/2023,NHS infrastructure support,S98 Other known causes - not elsewhere classified,19569.86993,0.0
30/04/2023,NHS infrastructure support,S99 Unknown causes / Not specified,9409.48937,0.0
30/04/2023,Other staff or those with unknown classification,S10 Anxiety/stress/depression/other psychiatric illnesses,167.03993,0.0
30/04/2023,Other staff or those with unknown classification,S11 Back Problems,48.2,0.0
30/04/2023,Other staff or those with unknown classification,S12 Other musculoskeletal problems,33.0,0.0
30/04/2023,Other staff or those with unknown classification,S13 Cold Cough Flu - Influenza,92.47996,0.0
30/04/2023,Other staff or those with unknown classification,S14 Asthma,8.0,0.0
30/04/2023,Other staff or those with unknown classification,S15 Chest & respiratory problems,23.4,0.0
30/04/2023,Other staff or those with unknown classification,S16 Headache / migraine,107.2,0.0
30/04/2023,Other staff or those with unknown classification,S17 Benign and malignant tumours cancers,28.0,0.0
30/04/2023,Other staff or those with unknown classification,S18 Blood disorders,32.0,0.0
30/04/2023,Other staff or those with unknown classification,S19 Heart cardiac & circulatory problems,14.0,0.0
30/04/2023,Other staff or those with unknown classification,S21 Ear nose throat (ENT),22.0,0.0
30/04/2023,Other staff or those with unknown classification,S22 Dental and oral problems,2.0,0.0
30/04/2023,Other staff or those with unknown classification,S23 Eye problems,4.0,0.0
30/04/2023,Other staff or those with unknown classification,S25 Gastrointestinal problems,78.03334,0.0
30/04/2023,Other staff or those with unknown classification,S26 Genitourinary & gynaecological disorders,36.0666,0.0
30/04/2023,Other staff or those with unknown classification,S27 Infectious diseases,144.09333,0.0
30/04/2023,Other staff or those with unknown classification,S28 Injury fracture,48.3243,0.0
30/04/2023,Other staff or those with unknown classification,S30 Pregnancy related disorders,72.0,0.0
30/04/2023,Other staff or those with unknown classification,S98 Other known causes - not elsewhere classified,134.19341,0.0
30/04/2023,Other staff or those with unknown classification,S99 Unknown causes / Not specified,70.94657000000001,0.0
30/04/2023,Professionally qualified clinical staff,S10 Anxiety/stress/depression/other psychiatric illnesses,202207.23971,0.0
30/04/2023,Professionally qualified clinical staff,S11 Back Problems,31195.79857,0.0
30/04/2023,Professionally qualified clinical staff,S12 Other musculoskeletal problems,63717.58011,0.0
30/04/2023,Professionally qualified clinical staff,S13 Cold Cough Flu - Influenza,81512.92286,0.0
30/04/2023,Professionally qualified clinical staff,S14 Asthma,2182.82007,0.0
30/04/2023,Professionally qualified clinical staff,S15 Chest & respiratory problems,44913.20688,0.0
30/04/2023,Professionally qualified clinical staff,S16 Headache / migraine,19939.2771,0.0
30/04/2023,Professionally qualified clinical staff,S17 Benign and malignant tumours cancers,23406.06814,0.0
30/04/2023,Professionally qualified clinical staff,S18 Blood disorders,2688.73895,0.0
30/04/2023,Professionally qualified clinical staff,S19 Heart cardiac & circulatory problems,16798.28812,0.0
30/04/2023,Professionally qualified clinical staff,S20 Burns poisoning frostbite hypothermia,604.26125,0.0
30/04/2023,Professionally qualified clinical staff,S21 Ear nose throat (ENT),17106.84059,0.0
30/04/2023,Professionally qualified clinical staff,S22 Dental and oral problems,3610.03133,0.0
30/04/2023,Professionally qualified clinical staff,S23 Eye problems,8492.76767,0.0
30/04/2023,Professionally qualified clinical staff,S24 Endocrine / glandular problems,3683.01783,0.0
30/04/2023,Professionally qualified clinical staff,S25 Gastrointestinal problems,61345.76497,0.0
30/04/2023,Professionally qualified clinical staff,S26 Genitourinary & gynaecological disorders,27992.16703,0.0
30/04/2023,Professionally qualified clinical staff,S27 Infectious diseases,44051.56396,0.0
30/04/2023,Professionally qualified clinical staff,S28 Injury fracture,37858.14449,0.0
30/04/2023,Professionally qualified clinical staff,S29 Nervous system disorders,7498.86532,0.0
30/04/2023,Professionally qualified clinical staff,S30 Pregnancy related disorders,37870.29293,0.0
30/04/2023,Professionally qualified clinical staff,S31 Skin disorders,4854.60721,0.0
30/04/2023,Professionally qualified clinical staff,S32 Substance abuse,205.43668,0.0
30/04/2023,Professionally qualified clinical staff,S98 Other known causes - not elsewhere classified,56969.70556,0.0
30/04/2023,Professionally qualified clinical staff,S99 Unknown causes / Not specified,24135.24025,0.0
30/04/2023,Support to clinical staff,S10 Anxiety/stress/depression/other psychiatric illnesses,193406.52185,0.0
30/04/2023,Support to clinical staff,S11 Back Problems,34764.94268,0.0
30/04/2023,Support to clinical staff,S12 Other musculoskeletal problems,73189.50218,0.0
30/04/2023,Support to clinical staff,S13 Cold Cough Flu - Influenza,61298.84712,0.0
30/04/2023,Support to clinical staff,S14 Asthma,1788.22049,0.0
30/04/2023,Support to clinical staff,S15 Chest & respiratory problems,39870.23016,0.0
30/04/2023,Support to clinical staff,S16 Headache / migraine,18102.21321,0.0
30/04/2023,Support to clinical staff,S17 Benign and malignant tumours cancers,19987.23571,0.0
30/04/2023,Support to clinical staff,S18 Blood disorders,3209.80316,0.0
30/04/2023,Support to clinical staff,S19 Heart cardiac & circulatory problems,18227.4417,0.0
30/04/2023,Support to clinical staff,S20 Burns poisoning frostbite hypothermia,548.4133,0.0
30/04/2023,Support to clinical staff,S21 Ear nose throat (ENT),16272.81291,0.0
30/04/2023,Support to clinical staff,S22 Dental and oral problems,3544.35937,0.0
30/04/2023,Support to clinical staff,S23 Eye problems,8135.13851,0.0
30/04/2023,Support to clinical staff,S24 Endocrine / glandular problems,3339.69785,0.0
30/04/2023,Support to clinical staff,S25 Gastrointestinal problems,60774.4457,0.0
30/04/2023,Support to clinical staff,S26 Genitourinary & gynaecological disorders,24301.96367,0.0
30/04/2023,Support to clinical staff,S27 Infectious diseases,34015.11415,0.0
30/04/2023,Support to clinical staff,S28 Injury fracture,39492.83227,0.0
30/04/2023,Support to clinical staff,S29 Nervous system disorders,7391.81107,0.0
30/04/2023,Support to clinical staff,S30 Pregnancy related disorders,17680.40138,0.0
30/04/2023,Support to clinical staff,S31 Skin disorders,4752.7688,0.0
30/04/2023,Support to clinical staff,S32 Substance abuse,407.5999,0.0
30/04/2023,Support to clinical staff,S98 Other known causes - not elsewhere classified,46028.19101,0.0
30/04/2023,Support to clinical staff,S99 Unknown causes / Not specified,18531.63417,0.0
30/04/2023,Ambulance staff,S10 Anxiety/stress/depression/other psychiatric illnesses,8194.36178,0.0
30/04/2023,Ambulance staff,S11 Back Problems,2699.16143,0.0
30/04/2023,Ambulance staff,S12 Other musculoskeletal problems,3142.18911,0.0
30/04/2023,Ambulance staff,S13 Cold Cough Flu - Influenza,1742.01619,0.0
30/04/2023,Ambulance staff,S14 Asthma,21.51323,0.0
30/04/2023,Ambulance staff,S15 Chest & respiratory problems,1815.64906,0.0
30/04/2023,Ambulance staff,S16 Headache / migraine,686.72534,0.0
30/04/2023,Ambulance staff,S17 Benign and malignant tumours cancers,472.6585,0.0
30/04/2023,Ambulance staff,S18 Blood disorders,98.46000000000001,0.0
30/04/2023,Ambulance staff,S19 Heart cardiac & circulatory problems,502.59334,0.0
30/04/2023,Ambulance staff,S20 Burns poisoning frostbite hypothermia,2.0,0.0
30/04/2023,Ambulance staff,S21 Ear nose throat (ENT),628.08892,0.0
